0.3925 -0.1351 1
-2.6417 0.0459 1
-0.6991 1.4571 1
-0.1979 -1.0905 1
0.3837 -0.7211 1
-0.1570 -1.1350 1
1.1282 -1.8263 1
-1.4032 -1.4755 1
-1.3649 0.6705 1
-1.2374 -2.4925 1
-1.4756 -0.2676 1
-0.9681 -1.8993 1
-1.1305 -2.2221 1
-1.5237 -0.7134 1
-2.5112 -2.3947 1
-2.2897 -1.1992 1
-0.9600 -0.8402 1
0.2199 0.0765 1
-1.0693 -1.1008 1
0.1881 -2.0772 1
0.2312 -3.0197 1
-1.0200 -0.5972 1
-0.8931 -2.7983 1
-0.8046 0.0851 1
-2.6416 -0.6982 1
-0.3658 -1.2506 1
-1.4607 0.0941 1
-1.3994 -0.7824 1
0.9498 -2.2286 1
-0.0251 0.1973 1
0.2286 -0.8990 1
0.0363 0.1310 1
-0.7910 -1.4487 1
-1.1588 -0.7375 1
-0.4026 -2.0225 1
-1.5610 -1.7391 1
-2.4787 -4.2077 1
-1.9655 1.4821 1
1.1138 -2.8143 1
-1.3147 -0.5688 1
-2.8908 -1.1234 1
-0.6022 -2.2557 1
-1.6820 0.1503 1
-3.2468 -2.1548 1
0.1788 -0.2357 1
-0.6277 -1.3485 1
0.3047 -1.2637 1
-0.6481 -0.6572 1
-1.1173 0.6734 1
-1.5884 0.8399 1
2.0022 -1.1189 1
0.4609 -0.7784 1
-0.1008 -1.5805 1
-1.3938 -0.6722 1
-0.1361 -0.6233 1
-0.5895 0.1556 1
-1.2997 -0.8165 1
0.7484 -0.3068 1
-0.1805 -0.0339 1
-1.0086 -1.1605 1
-0.6797 -0.9386 1
-0.9350 -1.7545 1
-1.4129 -0.8582 1
-1.0665 0.6258 1
-0.5615 -1.6464 1
-1.8997 -1.9076 1
0.0184 -0.4910 1
-0.7871 -0.8270 1
0.8942 -1.1482 1
-1.7003 0.1388 1
-2.4154 -0.8518 1
-3.3046 -0.9490 1
-1.7000 -1.8315 1
-0.3569 -0.8297 1
-0.4347 -0.9786 1
-2.5366 0.2636 1
-1.0707 -1.9263 1
-1.2226 -1.7778 1
-0.5325 -1.6067 1
-1.4479 -1.3653 1
-1.1337 -1.3448 1
-1.1627 -0.8391 1
-1.8811 -0.2074 1
1.7233 0.1739 1
-1.1292 -1.3337 1
-1.7237 -2.1234 1
0.2316 -0.4488 1
-2.1165 -1.4087 1
-2.5191 -1.0933 1
0.6474 -3.5046 1
-1.7380 -2.4196 1
-0.4388 -0.8400 1
-1.4729 -0.2635 1
0.3439 -1.8564 1
0.5816 -1.4462 1
-0.7561 -0.9803 1
-2.3395 1.1523 1
-2.5377 -0.6621 1
-2.4440 -0.8946 1
-0.7139 -1.3459 1
-0.8676 -1.2200 1
-4.3133 -0.1437 1
-0.5733 -0.3654 1
-1.6619 -1.3152 1
-2.3502 -0.8530 1
-1.6637 0.0278 1
-1.8796 -1.5009 1
0.1548 -0.8517 1
-0.4346 -0.6562 1
-0.9945 -2.7603 1
-0.1228 -0.9977 1
-1.9330 -1.4274 1
-1.2699 -2.5292 1
-1.6316 -1.7555 1
-0.9776 -2.2298 1
0.2753 -0.7957 1
-0.1908 -1.2416 1
0.2512 -1.5432 1
-1.5806 -0.6076 1
0.0432 -1.7399 1
-0.4536 0.5123 1
-0.5779 1.0653 1
-2.9752 -1.1178 1
-1.4917 1.0303 1
-0.9184 0.5231 1
-0.0942 -2.5548 1
-0.1928 -3.2454 1
-2.0607 -2.6833 1
-1.4187 -0.4064 1
-1.1233 -1.0312 1
-1.8865 1.6176 1
-1.7077 -1.1626 1
0.1011 -1.0446 1
-3.0195 -0.2026 1
-2.7924 -0.6945 1
0.3461 -3.4501 1
-0.9296 -1.9999 1
0.4955 -1.6459 1
0.2416 -2.3836 1
0.6888 -0.8249 1
-0.7721 -1.3414 1
-0.0541 0.0549 1
1.1196 -1.5594 1
-0.8220 -1.8836 1
0.6241 -1.9659 1
0.3542 -1.5812 1
-1.4123 -0.4692 1
-0.5876 -1.5027 1
-0.5660 -1.7190 1
-0.7328 -1.0349 1
-3.3243 -0.9209 1
-1.1610 -1.1935 1
-0.9740 -1.2451 1
-1.1230 0.9442 1
-1.8935 0.4262 1
-0.8789 -2.0983 1
-1.5576 1.7261 1
-1.0479 -1.8875 1
0.0900 -1.7315 1
-0.7435 -1.5839 1
-0.8781 -1.0729 1
-0.5030 -1.1050 1
-1.9249 -0.6984 1
-0.9476 -1.0931 1
-0.0571 -1.3681 1
-1.0216 -2.1165 1
-3.7919 -1.7197 1
0.0297 -1.6141 1
-0.4393 -0.2103 1
-1.8611 0.0752 1
-0.9603 -0.4845 1
-2.2085 -0.5270 1
0.3004 -0.8477 1
0.6020 -1.2157 1
-0.9629 -0.4185 1
-1.1872 -1.3796 1
-1.6481 -1.7449 1
0.2717 -0.2677 1
-0.1576 -0.8937 1
-2.3223 -2.2495 1
-0.0984 -1.4824 1
-1.5185 -1.0132 1
-0.6069 0.0067 1
-1.8972 -0.2927 1
-0.9174 -0.6661 1
0.1883 -0.4223 1
-1.3349 -2.1535 1
0.1017 -0.3767 1
-2.2042 -1.2379 1
-0.0844 -2.0182 1
-2.0336 0.2138 1
-1.1468 -2.8954 1
-0.5993 -0.9638 1
-2.5290 -0.6975 1
-1.0393 0.0471 1
0.9190 0.0371 1
-0.7780 -2.9707 1
-0.4510 -1.8257 1
-0.9401 -1.1880 1
-2.2474 -0.7879 1
-0.4019 -1.2801 1
-1.4332 -1.2454 1
-1.7645 -1.2931 1
-0.5762 -2.5747 1
-0.9185 -1.5705 1
-2.3848 -1.3580 1
-2.4647 -1.0679 1
-1.3443 -0.8757 1
0.1330 -0.2155 1
-1.9685 -2.7445 1
-1.2074 -2.6265 1
-1.7106 -1.4850 1
-1.0866 0.1429 1
0.0256 -1.8561 1
-1.1335 -2.4157 1
1.4401 -0.0603 1
-0.4417 -1.1019 1
-1.4689 -1.6229 1
-1.2214 -0.2565 1
-1.8140 -0.7302 1
-0.5593 -1.1136 1
-0.6581 0.1869 1
-0.6989 -0.7679 1
-0.9738 1.4644 1
-0.2387 -0.2891 1
0.2957 -0.5041 1
0.3288 -0.7746 1
0.4747 0.2473 1
-1.0417 1.4419 1
-2.2756 -1.1771 1
-1.8775 -0.5980 1
-0.3082 0.2341 1
-0.3821 -1.2387 1
1.1539 -3.4054 1
0.3517 0.1787 1
-1.1679 -2.5939 1
-0.5543 -0.9507 1
-2.0805 -1.5919 1
-1.8510 -0.1263 1
-0.4993 -0.2683 1
-3.2469 -2.1325 1
-1.5397 -2.2138 1
-1.6529 -1.5269 1
-0.3179 -0.8168 1
-1.5668 -1.0991 1
-0.1876 -1.9743 1
0.4167 -1.0256 1
